id,text,text_vocalized,text_phonemized
gold_002_line_103,אז זה קורה מכל מיני סיבות שקשורות להיתאוששות הכלכלית ובפרט לצורה המאוד ספציפית של ההיתאוששות הכלכלית מהשנה הקודמת,אָז זֶה קוֹרֶה מִ|כׇּל מִינֵי סִיבּוֹת שֶׁ|קְּשׁוּרוֹת לַ|הִיתְאוֹשְׁשׁוּת הַ|כַּלְכָּלִית וּ|בִפְרָט לַ|צּוּרָה הַ|מְּאוֹד סְפֵּצִ֫יפִית שֶׁל הַ|הִיתְאוֹשְׁשׁוּת הַ|כַּלְכָּלִית מֵהַ|שָּׁנָה הַ|קּוֹדֶ֫מֶת,ʔˈaz zˈe koʁˈe mikˈol minˈej sibˈot ʃekʃuʁˈot lahitʔoʃʃˈut hakalkalˈit uvifʁˈat latsuʁˈa hamʔˈod spetsˈifit ʃˈel hahitʔoʃʃˈut hakalkalˈit mehaʃanˈa hakodˈemet
gold_002_line_371,אם יש לכם שאלות או מחשבות בעקבות הפרק הזה,אִם יֵשׁ לָכֶם שְֽׁאֵלוֹת אוֹ מַחֲשָׁבוֹת בְּֽעִקְבוֹת הַ|פֶּ֫רֶק הַ|זֶּה,ʔˈim jˈeʃ laχˈem ʃeʔelˈot ʔˈo maχaʃavˈot beʔikvˈot hapˈeʁek hazˈe
gold_010_line_095,האמת שהרבה פעמים נראה לי שלארגונים לא כל כך אכפת שהעובדים נשחקים,הָ|אֱמֶת שֶׁ|הַרְבֵּה פְּֽעָמִים נִרְאֶה לִי שֶׁלְּ|אִרְגּוּנִים לֹא כׇּל כָּךְ אִכְפַּת שֶׁהָ|עוֹבְדִים נִשְׁחָקִים,haʔemˈet ʃehaʁbˈe peʔamˈim niʁʔˈe lˈi ʃelʔiʁɡunˈim lˈo kˈol kˈaχ ʔiχpˈat ʃehaʔovdˈim niʃχakˈim
gold_008_line_036,היום כבר כמעט שאין בישראל בית ספר כמו זה ששימעון נשלח אליו בשנות השמונים ללמוד נגרות,הַיּוֹם כְּבָר כִּמְעַט שֶׁ|אֵין בְּֽ|יִשְׂרָאֵל בֵּית סֵ֫פֶר כְּמוֹ זֶה שֶׁ|שִּׁימְעוֹן נִשְׁלַח אֵלָיו בִּ|שְׁנוֹת הַ|שְּׁמוֹנִים לִלְמֹוד נַגְרוּת,hajˈom kvˈaʁ kimʔˈat ʃeʔˈejn bejisʁaʔˈel bˈet sˈefeʁ kmˈo zˈe ʃeʃimʔˈon niʃlˈaχ ʔelˈav biʃnˈot haʃmonˈim lilmˈod naɡʁˈut
gold_000_line_148,ולכן אם נצרוך כמה שיותר נצליח לקבל תמונה כמה שיותר טובה,וְֽ|לָכֵן אִם נִצְרֹוךְ כַּ֫מָּה שֶׁ|יּוֹתֵר נַצְלִ֫יחַ לְֽקַבֵּל תְּמוּנָה כַּ֫מָּה שֶׁ|יּוֹתֵר טוֹבָה,velaχˈen ʔˈim nitsʁˈoχ kˈama ʃejotˈeʁ natslˈiaχ lekabˈel tmunˈa kˈama ʃejotˈeʁ tovˈa
gold_020_line_038,אני לא חושב שאנחנו צריכים לחשוש למקום העבודה שלנו אני כן חושב שהטכנולוגיה הזו כמו כל טכנולוגיה מוצלחת בסופו של דבר תשנה את שוק העבודה ותטלטל ענפים שלמים,אֲנִי לֹא חוֹשֵׁב שֶׁ|אֲנַ֫חְנוּ צְרִיכִים לַחֲשֹׁושׁ לִ|מְקוֹם הָ|עֲבוֹדָה שֶׁלָּ֫נוּ אֲנִי כֵּן חוֹשֵׁב שֶׁהַ|טֶּכְנוֹל֫וֹגְיָה הַ|זּוֹ כְּמוֹ כׇּל טֶכְנוֹל֫וֹגְיָה מֻוצְלַ֫חַת בְּֽ|סוֹפוֹ שֶׁל דָּבָר תְּֽשַׁנֶּה אֶת שׁוּק הָ|עֲבוֹדָה וּ|תְטַלְטֵל עֲנָפִים שְׁלֵמִים,ʔanˈi lˈo χoʃˈev ʃeʔanˈaχnu tsʁiχˈim laχaʃˈoʃ limkˈom haʔavodˈa ʃelˈanu ʔanˈi kˈen χoʃˈev ʃehateχnolˈoɡja hazˈo kmˈo kˈol teχnolˈoɡja mutslˈaχat besofˈo ʃˈel davˈaʁ teʃanˈe ʔˈet ʃˈuk haʔavodˈa uttaltˈel ʔanafˈim ʃlemˈim
gold_000_line_037,על שיתוף פעולה עם איזשהו עיתון או טלוויזיה כי ראינו את הכנסים האלה קורים גם בטלוויזיות,עַל שִׁיתּוּף פְּֽעֻולָּה עִם אֵיזֶשֶׁהוּ עִיתּוֹן אוֹ טֵלֵוִ֫ויזְיָה כִּי רָאִ֫ינוּ אֶת הַ|כְּנָסִים הָ|אֵ֫לֶּה קוֹרִים גַּם בַּ|טֵּלֵוִ֫ויזְיוֹת,ʔˈal ʃitˈuf peʔulˈa ʔˈim ʔejzeʃehˈu ʔitˈon ʔˈo televˈizja kˈi ʁaʔˈinu ʔˈet haknasˈim haʔˈele koʁˈim ɡˈam batelevˈizjot
gold_020_line_006,אבל לא היא עדיין בוסרית זה בחלק הקל אה בחלק היותר מתקדם מאחר שכבר היום כבר בשלב הזה הטכנולוגיה הזאת של הבינה המלאכותית בתחום עיבוד השפה,אֲבָל לֹא הִיא עֲדַ֫יִין בּוֹסְרִית זֶה בַּ|חֵ֫לֶק הַ|קַּל אָה בַּ|חֵ֫לֶק הַ|יּוֹתֵר מִתְקַדֵּם מֵאַחַר שֶׁ|כְּבָר הַיּוֹם כְּבָר בַּ|שָּׁלָב הַ|זֶּה הַ|טֶּכְנוֹל֫וֹגְיָה הַ|זֹּאת שֶׁל הַ|בִּינָה הַ|מְּלָאכוּתִית בִּ|תְֽחוּם עִיבּוּד הַ|שָּׂפָה,ʔavˈal lˈo hˈi ʔadˈajin bosʁˈit zˈe baχˈelek hakˈal ʔˈa baχˈelek hajotˈeʁ mitkadˈem meʔaχˈaʁ ʃekvˈaʁ hajˈom kvˈaʁ baʃalˈav hazˈe hateχnolˈoɡja hazˈot ʃˈel habinˈa hamlaχutˈit biteχˈum ʔibˈud hasafˈa
gold_001_line_223,ואת זה שאחת הדרכים שלו להתחרות הייתה להציע חצי שנה של תשלומי שכר דירה מראש,וְֽ|אֶת זֶה שֶׁ|אַחַת הַ|דְּרָכִים שֶׁ|לּוֹ לְֽהִתְחָרוֹת הָיְיתָה לְֽהַצִּ֫יעַ חֲצִי שָׁנָה שֶׁל תַּשְׁלוּמֵי שְׂכַר דִּירָה מֵרֹאשׁ,veʔˈet zˈe ʃeʔaχˈat hadʁaχˈim ʃelˈo lehitχaʁˈot hajtˈa lehatsˈia χatsˈi ʃanˈa ʃˈel taʃlumˈej sχˈaʁ diʁˈa meʁˈoʃ
gold_014_line_008,אחרי שהפרק ההוא שודר הוצפתי בתגובות שלכם באמת המון המון תגובות המון אנשים אמרו שהם רוצים עוד מזה,אַחֲרֵי שֶׁהַ|פֶּ֫רֶק הַ|הוּא שֻׁודַּר הוֹצַ֫פְתִּי בַּ|תְּגוּבוֹת שֶׁ|לָּכֶם בֶּאֱמֶת הֲמוֹן הֲמוֹן תְּגוּבוֹת הֲמוֹן אֲנָשִׁים אָמְרוּ שֶׁ|הֵם רוֹצִים עוֹד מִ|זֶּה,ʔaχaʁˈej ʃehapˈeʁek hahˈu ʃudˈaʁ hotsˈafti batɡuvˈot ʃelaχˈem beʔemˈet hamˈon hamˈon tɡuvˈot hamˈon ʔanaʃˈim ʔamʁˈu ʃehˈem ʁotsˈim ʔˈod mizˈe
gold_001_line_362,כלל ומיגדל עדיין עשו בעיות גם חברת איילון,כְּלָל וּ|מִיגְדָּל עֲדַ֫יִין עָשׂוּ בְּֽעָיוֹת גַּם חֶבְרַת אַיָּילוֹן,klˈal umiɡdˈal ʔadˈajin ʔasˈu beʔajˈot ɡˈam χevʁˈat ʔajalˈon
gold_012_line_133,אושר עילאי שאין שני לו כאלה מין דברים,אֹ֫ושֶׁר עִילָּאִי שֶׁ|אֵין שֵׁנִי לוֹ כָּ|אֵ֫לֶּה מִין דְּבָרִים,ʔˈoʃeʁ ʔilaʔˈi ʃeʔˈejn ʃenˈi lˈo kaʔˈele mˈin dvaʁˈim
gold_017_line_144,ניסינו ששני הרעיונות יכללו קטעים אחרים לגמרי,נִיסִּ֫ינוּ שֶׁ|שְּׁנֵי הָ|רַעְיוֹנוֹת יִכְלְלוּ קְטָעִים אֲחֵרִים לְֽגַמְרֵי,nisˈinu ʃeʃnˈej haʁaʔjonˈot jiχllˈu ktaʔˈim ʔaχeʁˈim leɡamʁˈej
gold_020_line_046,אם אתה עכשיו תחשוב שאתה אה עורך דין או עורכת דין שעובדים על איזשהו קייס אה נורא סבוך ואתה מחפש אה תקדימים או מחפש אה כל מיני תובנות מפסיקות קודמות או משהו כזה,אִם אַתָּה עַכְשָׁיו תַּחֲשֹׁוב שֶׁ|אַתָּה אָה עוֹרֵךְ דִּין אוֹ עוֹרֶ֫כֶת דִּין שֶׁ|עוֹבְדִים עַל אֵיזֶשֶׁהוּ קֵיְיס אָה נוֹרָא סָבוּךְ וְֽ|אַתָּה מְֽחַפֵּשׂ אָה תַּקְדִּימִים אוֹ מְֽחַפֵּשׂ אָה כׇּל מִינֵי תּוֹבָנוֹת מִ|פְּסִיקוֹת קוֹדְמוֹת אוֹ מַ֫שֶּׁהוּ כָּ|זֶה,ʔˈim ʔatˈa ʔaχʃˈav taχaʃˈov ʃeʔatˈa ʔˈa ʔoʁˈeχ dˈin ʔˈo ʔoʁˈeχet dˈin ʃeʔovdˈim ʔˈal ʔejzeʃehˈu kˈejs ʔˈa noʁˈa savˈuχ veʔatˈa meχapˈes ʔˈa takdimˈim ʔˈo meχapˈes ʔˈa kˈol minˈej tovanˈot mipsikˈot kodmˈot ʔˈo mˈaʃehu kazˈe
gold_009_line_103,שירה קדרי כתבת החינוך של הארץ המון תודה שיזמת את הפרק הזה ושעשית אותו איתנו תמיד כיף לארח אותך אצלנו,שִׁירָה קַדְרִי כַּתֶּ֫בְת הַ|חִינּוּךְ שֶׁל הָ|אָ֫רֶץ הֲמוֹן תּוֹדָה שֶׁ|יָּזַ֫מְתָּ אֶת הַ|פֶּ֫רֶק הַ|זֶּה וְֽשֶׁ|עָשִׂ֫יתָ אוֹתוֹ אִיתָּ֫נוּ תָּמִיד כֵּיף לְֽאָרֵ֫חַ אוֹתְךָ אֶצְלֵ֫נוּ,ʃiʁˈa kadʁˈi katˈevt haχinˈuχ ʃˈel haʔˈaʁets hamˈon todˈa ʃejazˈamta ʔˈet hapˈeʁek hazˈe veʃeʔasˈita ʔotˈo ʔitˈanu tamˈid kˈef leʔaʁˈeaχ ʔotχˈa ʔetslˈenu
gold_011_line_095,בשנים האחרונות כשמדברים על כלכלה ועל המגזר העסקי,בַּ|שָּׁנִים הָ|אַחֲרוֹנוֹת כְּשֶׁ|מְּֽדַבְּרִים עַל כַּלְכָּלָה וְֽ|עַל הַ|מִּגְזָר הָ|עִסְקִי,baʃanˈim haʔaχaʁonˈot kʃemedabʁˈim ʔˈal kalkalˈa veʔˈal hamiɡzˈaʁ haʔiskˈi
gold_008_line_091,הנה אני אגיד שוב את השני משפטים האחרונים,הִ֫נֵּה אֲנִי אַגִּיד שׁוּב אֶת הַ|שֵּׁנֵי מִשְׁפָּטִים הָ|אַחֲרוֹנִים,hˈine ʔanˈi ʔaɡˈid ʃˈuv ʔˈet haʃenˈej miʃpatˈim haʔaχaʁonˈim
gold_005_line_133,זה אומר את זה כי הם בוחרים לדחוף לנו בעיקר מזון לא בריא,זֶה אוֹמֵר אֶת זֶה כִּי הֵם בּוֹחֲרִים לִדְחֹוף לָנוּ בְּֽעִיקָּר מָזוֹן לֹא בָּרִיא,zˈe ʔomˈeʁ ʔˈet zˈe kˈi hˈem boχaʁˈim lidχˈof lanˈu beʔikˈaʁ mazˈon lˈo baʁˈi
gold_021_line_079,לפי הערכת ארגון מידות שהוא חברה לתועלת הציבור שמנסה לקדם פילנטרופיה אפקטיבית,לְֽפִי הַעֲרָכַת אִרְגּוּן מִידּוֹת שֶׁ|הוּא חֶבְרָה לְֽ|תוֹעֶ֫לֶת הַ|צִּיבּוּר שֶׁ|מְּנַסֶּה לְֽקַדֵּם פִילַנְטְר֫וֹפְּיָה אֵפֶקְטִ֫יבִית,lefˈi haʔaʁaχˈat ʔiʁɡˈun midˈot ʃehˈu χevʁˈa letoʔˈelet hatsibˈuʁ ʃemnasˈe lekadˈem filantʁˈopja ʔefektˈivit
gold_001_line_120,והנה אנחנו מגיעים לאחד החלקים המסובכים בסיפור הזה,וְֽ|הִ֫נֵּה אֲנַ֫חְנוּ מַגִּ֫יעִים לְֽ|אַחַד הַ|חֲלָקִים הַ|מְּסֻובָּכִים בַּ|סִּיפּוּר הַ|זֶּה,vehˈine ʔanˈaχnu maɡˈiʔim leʔaχˈad haχalakˈim hamsubaχˈim basipˈuʁ hazˈe
gold_002_line_316,במדינות אחרות זה טיפה רגוע יותר ועדיין גבוה,בִּ|מְֽדִינוֹת אֲחֵרוֹת זֶה טִיפָּה רָג֫וּעַ יוֹתֵר וַ|עֲדַ֫יִין גָּב֫וֹהַּ,bimedinˈot ʔaχeʁˈot zˈe tipˈa ʁaɡˈua jotˈeʁ vaʔadˈajin ɡavˈoa
gold_011_line_083,אין לי מושג אם זה בכלל אפשרי משפטית,אֵין לִי מֻושָּׂג אִם זֶה בִּכְלָל אֶפְשָׁרִי מִשְׁפָּטִית,ʔˈejn lˈi musˈaɡ ʔˈim zˈe biχlˈal ʔefʃaʁˈi miʃpatˈit
gold_003_line_011,נפגשתי עם קורמן בבוקר ירושלמי קריר באמצע השבוע שעבר,נִפְגַּ֫שְׁתִּי עִם קוֹרְמָן בְּֽ|בֹ֫וקֶר יְֽרוּשַׁ֫לְמִי קָרִיר בְּֽ|אֶמְצַע הַ|שָּׁב֫וּעַ שֶׁ|עָבַר,nifɡˈaʃti ʔˈim koʁmˈan bevˈokeʁ jeʁuʃˈalmi kaʁˈiʁ beʔemtsˈa haʃavˈua ʃeʔavˈaʁ
gold_017_line_041,אם תשנו את ההנחות של המודל תשנו גם את התוצאות,אִם תִּֽשַׁנּוּ אֶת הַ|הֲנָחוֹת שֶׁל הַ|מּ֫וֹדֵל תְּשַׁנּוּ גַּם אֶת הַ|תּוֹצָאוֹת,ʔˈim tieʃanˈu ʔˈet hahanaχˈot ʃˈel hamˈodel tʃanˈu ɡˈam ʔˈet hatotsaʔˈot
gold_005_line_151,זו הדרך שלהם למשוך אליהם קהל של הורים צעירים למשל שיבואו לקנות את החיתולים אולי במחיר הפסד אבל כבר יעשו את כל הקניות שלהם על הדרך ויקנו גם את המוצרים הרווחיים יותר לסופר,זוֹ הַ|דֶּ֫רֶךְ שֶׁ|לָּהֶם לִמְשֹׁוךְ אֲלֵיהֶם קָהָל שֶׁל הוֹרִים צְֽעִירִים לְֽמָשָׁל שֶׁ|יָּבוֹאוּ לִקְנוֹת אֶת הַ|חִיתּוּלִים אוּלַי בִּ|מְחִיר הֶפְסֵד אֲבָל כְּבָר יַעֲשׂוּ אֶת כׇּל הַ|קְּנִיּוֹת שֶׁ|לָּהֶם עַל הַ|דֶּ֫רֶךְ וְֽ|יַקְנוּ גַּם אֶת הַ|מּוּצָרִים הָ|רִוְוחִיִּים יוֹתֵר לְ|ס֫וּפֶּר,zˈo hadˈeʁeχ ʃelahˈem limʃˈoχ ʔalehˈem kahˈal ʃˈel hoʁˈim tseʔiʁˈim lemaʃˈal ʃejavoʔˈu liknˈot ʔˈet haχitulˈim ʔulˈaj bimχˈiʁ hefsˈed ʔavˈal kvˈaʁ jaʔasˈu ʔˈet kˈol haknijˈot ʃelahˈem ʔˈal hadˈeʁeχ vejaknˈu ɡˈam ʔˈet hamutsaʁˈim haʁivχijˈim jotˈeʁ lsˈupeʁ
gold_002_line_311,בשביל לסבר לכם את האוזן מדינות רבות סובלות עכשיו מאינפלציה,בִּשְׁבִיל לְֽסַבֵּר לָכֶם אֶת הָ|אֹ֫וזֶן מְֽדִינוֹת רַבּוֹת סוֹבְלוֹת עַכְשָׁיו מֵ|אִינְפְלַ֫צְיָה,biʃvˈil lesabˈeʁ laχˈem ʔˈet haʔˈozen medinˈot ʁabˈot sovlˈot ʔaχʃˈav meʔinflˈatsja
gold_002_line_271,ועצם ההחלטה שלו עצמו עלולה להזין את הציפיות לאינפלציה עוד יותר,וְֽ|עֶ֫צֶם הַ|הַחְלָטָה שֶׁ|לּוֹ עַצְמוֹ עֲלוּלָה לְֽהָזִין אֶת הַ|צִּיפִּיּוֹת לָ|אִינְפְלַ֫צְיָה עוֹד יוֹתֵר,veʔˈetsem hahaχlatˈa ʃelˈo ʔatsmˈo ʔalulˈa lehazˈin ʔˈet hatsipijˈot laʔinflˈatsja ʔˈod jotˈeʁ
gold_005_line_081,האוכל לא הגיע אז באריזות אישיות לשימוש ביתי,הָ|אֹ֫וכֶל לֹא הִגִּ֫יעַ אָז בַּ|אֲרִיזוֹת אִישִׁיּוֹת לְֽ|שִׁימּוּשׁ בֵּיתִי,haʔˈoχel lˈo hiɡˈia ʔˈaz baʔaʁizˈot ʔiʃijˈot leʃimˈuʃ betˈi
gold_010_line_045,אתה לשוב אהמ אתה אמור לחשוב שהעבודה מגניבה שהיא משנה את העולם להרגיש שהיא חלק מהזהות שלך,אַתָּה לָשׁוּב אהמ אַתָּה אָמוּר לַחֲשֹׁוב שֶׁהָ|עֲבוֹדָה מַגְנִיבָה שֶׁ|הִיא מְֽשַׁנָּה אֶת הָ|עוֹלָם לְֽהַרְגִּישׁ שֶׁ|הִיא חֵ֫לֶק מֵהַ|זֶּהוּת שֶׁ|לְּךָ,ʔatˈa laʃˈuv ʔˈhm ʔatˈa ʔamˈuʁ laχaʃˈov ʃehaʔavodˈa maɡnivˈa ʃehˈi meʃanˈa ʔˈet haʔolˈam lehaʁɡˈiʃ ʃehˈi χˈelek mehazehˈut ʃelχˈa
gold_001_line_100,אדם שלח לי סרטון של הדירה הזאת,אָדָם שָׁלַח לִי סִרְטוֹן שֶׁל הַ|דִּירָה הַ|זֹּאת,ʔadˈam ʃalˈaχ lˈi siʁtˈon ʃˈel hadiʁˈa hazˈot
gold_007_line_094,זה לא הכיוון הנכון ללכת בו אבל זה מה שהממשלות עושות,זֶה לֹא הַ|כִּיוּוּן הַ|נָּכוֹן לָלֶ֫כֶת בּוֹ אֲבָל זֶה מָה שֶׁהַ|מֶּמְשָׁלוֹת עוֹשׂוֹת,zˈe lˈo hakijvˈun hanaχˈon lalˈeχet bˈo ʔavˈal zˈe mˈa ʃehamemʃalˈot ʔosˈot
gold_001_line_443,עמוק בתוך הידיעה נכתב שבמקום ארבעת הבניינים,עָמֹוק בְּֽתוֹךְ הַ|יְּֽדִיעָה נִכְתַּב שֶׁבִּ|מְקוֹם אַרְבַּעַת הַ|בִּנְיָינִים,ʔamˈok betˈoχ hajediʔˈa niχtˈav ʃebimkˈom ʔaʁbaʔˈat habinjanˈim
gold_008_line_068,ולכן הוא הציע לממשלה לדון בירצינות בהקמה לתחייה של מערך החינוך המקצועי וההצעה הזאת לא עברה כל כך טוב,וְֽ|לָכֵן הוּא הִצִּ֫יעַ לַ|מֶּמְשָׁלָה לָדוּן בִּירְצִינוּת בַּ|הֲקָמָה לִ|תְחִיָּיה שֶׁל מַעֲרַךְ הַ|חִינּוּךְ הַ|מִּקְצוֹעִי וְֽהַ|הַצָּעָה הַ|זֹּאת לֹא עָבְרָה כׇּל כָּךְ טוֹב,velaχˈen hˈu hitsˈia lamemʃalˈa ladˈun biʁtsinˈut bahakamˈa litχijˈa ʃˈel maʔaʁˈaχ haχinˈuχ hamiktsoʔˈi vehahatsaʔˈa hazˈot lˈo ʔavʁˈa kˈol kˈaχ tˈov
gold_010_line_102,ככה שתוכל להתעדכן כי אתה בטח נורא סקרן לדעת מה הולך בזמן שאתה לא נמצא ואתה בחופש איפשהו על הים או משהו,כָּ֫כָה שֶׁ|תּוּכַל לְֽהִתְעַדְכֵּן כִּי אַתָּה בֶּ֫טַח נוֹרָא סַקְרֵן לָדַ֫עַת מָה הוֹלֵךְ בִּ|זְמַן שֶׁ|אַתָּה לֹא נִמְצָא וְֽ|אַתָּה בְּֽ|חֹ֫ופֶשׁ אֵיפֹשֶׁהוּ עַל הַ|יָּם אוֹ מַ֫שֶּׁהו,kˈaχa ʃetuχˈal lehitʔadkˈen kˈi ʔatˈa bˈetaχ noʁˈa sakʁˈen ladˈaʔat mˈa holˈeχ bizmˈan ʃeʔatˈa lˈo nimtsˈa veʔatˈa beχˈofeʃ ʔejfoʃehˈu ʔˈal hajˈam ʔˈo mˈaʃehv
gold_005_line_033,המוצרים הראשונים שראינו ושאתם רואים בסופר לא נמצאים שם במקרה,הַ|מּוּצָרִים הָ|רִאשׁוֹנִים שֶׁ|רָאִ֫ינוּ וְֽשֶׁ|אַתֶּם רוֹאִים בַּֽ|סּ֫וּפֶּר לֹא נִמְצָאִים שָׁם בְּֽ|מִקְרֶה,hamutsaʁˈim haʁiʃonˈim ʃeʁaʔˈinu veʃeʔatˈem ʁoʔˈim baesˈupeʁ lˈo nimtsaʔˈim ʃˈam bemikʁˈe
gold_009_line_022,אם תעברו אותו תוכלו ללכת לתיכון עיוני כלומר ללמוד מתמטיקה ואנגלית ועוד מקצועות לבגרות,אִם תַּעַבְרוּ אוֹתוֹ תּוּכְלוּ לָלֶ֫כֶת לְֽ|תִיכוֹן עִיּוּנִי כְּלוֹמַר לִלְמֹוד מָתֵמָ֫טִיקָה וְֽ|אַנְגְּלִית וְֽ|עוֹד מִקְצוֹעוֹת לְֽ|בַגְרוּת,ʔˈim taʔavʁˈu ʔotˈo tuχlˈu lalˈeχet letiχˈon ʔijunˈi klomˈaʁ lilmˈod matemˈatika veʔanɡlˈit veʔˈod miktsoʔˈot levaɡʁˈut
gold_003_line_008,בזמן שהיה כאן הוא ניפגש עם ראש הממשלה,בִּ|זְמַן שֶׁ|הָיָה כָּאן הוּא נִיפָּגֵשׁ עִם רֹאשׁ הַ|מֶּמְשָׁלָה,bizmˈan ʃehajˈa kˈan hˈu nipaɡˈeʃ ʔˈim ʁˈoʃ hamemʃalˈa
gold_001_line_290,כלומר אוקיי אחד הבניינים קרס סביר מאוד להניח שהם כבר לא יחזרו לגור בבניינים שעדיין נותרו לעמוד ושמתישהו יהרסו גם אותם,כְּלוֹמַר אוֹקֵיי אַחַד הַ|בִּנְיָינִים קָרַס סָבִיר מְֽאוֹד לְֽהַנִּ֫יחַ שֶׁ|הֵם כְּבָר לֹא יַחְזְֽרוּ לָגוּר בַּֽ|בִּנְיָינִים שֶׁ|עֲדַ֫יִין נוֹתְרוּ לַעֲמֹוד וְֽשֶׁ|מִּתַיְשֶׁהוּ יַהַרְסוּ גַּם אוֹתָם,klomˈaʁ ʔokˈej ʔaχˈad habinjanˈim kaʁˈas savˈiʁ meʔˈod lehanˈiaχ ʃehˈem kvˈaʁ lˈo jaχzeʁˈu laɡˈuʁ baebinjanˈim ʃeʔadˈajin notʁˈu laʔamˈod veʃemitajʃehˈu jahaʁsˈu ɡˈam ʔotˈam
gold_005_line_197,אבל אפילו בלי הממשלה ובלי המדינה יש עוד משהו שיכול לגרום לבעלי הסופרים להתחיל לשנות את מה שהם מוכרים ואת מה שהם מציגים בשביל שניקנה לא,אֲבָל אֲפִ֫ילּוּ בְּלִי הַ|מֶּמְשָׁלָה וּ|בְלִי הַ|מְּֽדִינָה יֵשׁ עוֹד מַ֫שֶּׁהוּ שֶׁ|יָּכוֹל לִגְרֹום לְֽ|בַעֲלֵי הַ|סּוֹפְרִים לְֽהַתְחִיל לְֽשַׁנּוֹת אֶת מָה שֶׁ|הֵם מוֹכְרִים וְֽ|אֶת מָה שֶׁ|הֵם מַצִּיגִים בִּשְׁבִיל שֶׁ|נִּיקְנֶה לֹא,ʔavˈal ʔafˈilu blˈi hamemʃalˈa ˈuvli hamedinˈa jˈeʃ ʔˈod mˈaʃehu ʃejaχˈol liɡʁˈom levaʔalˈej hasofʁˈim lehatχˈil leʃanˈot ʔˈet mˈa ʃehˈem moχʁˈim veʔˈet mˈa ʃehˈem matsiɡˈim biʃvˈil ʃeniknˈe lˈo
gold_015_line_068,לרמה הזאת שהעיתונאים התחילו להפעיל על עצמם צנזורה עצמית פעם שמעתי את אילנה דיין מדברת על זה והיא,לָ|רָמָה הַ|זֹּאת שֶׁהָ|עִיתּוֹנָאִים הִתְחִ֫ילוּ לְֽהַפְעִיל עַל עַצְמָם צֶנְז֫וּרָה עַצְמִית פַּ֫עַם שָׁמַ֫עְתִּי אֶת אִילָנָה דַּיָּין מְֽדַבֶּ֫רֶת עַל זֶה וְֽ|הִיא,laʁamˈa hazˈot ʃehaʔitonaʔˈim hitχˈilu lehafʔˈil ʔˈal ʔatsmˈam tsenzˈuʁa ʔatsmˈit pˈaʔam ʃamˈaʔti ʔˈet ʔilanˈa dajˈan medabˈeʁet ʔˈal zˈe vehˈi
gold_017_line_099,אהמ כמו למשל במיספר מכונות ההנשמה שהוזמנו הרבה הרבה הרבה מעבר ליעד שנקבע ובעלות של מיליארדים,אהמ כְּמוֹ לְֽמָשָׁל בְּֽ|מִיסְפַּר מְֽכוֹנוֹת הַ|הַנְשָׁמָה שֶׁ|הֻוזְמְנוּ הַרְבֵּה הַרְבֵּה הַרְבֵּה מֵעֵ֫בֶר לַ|יַּ֫עַד שֶׁ|נִּקְבַּע וּ|בַעֲלוּת שֶׁל מִילְיַארְדִּים,ʔˈhm kmˈo lemaʃˈal bemispˈaʁ meχonˈot hahanʃamˈa ʃehuzmnˈu haʁbˈe haʁbˈe haʁbˈe meʔˈeveʁ lajˈaʔad ʃenikbˈa uvaʔalˈut ʃˈel miljaʁdˈim
gold_001_line_243,זה לקח לא מעט אייטמים בתיקשורת גם אצלנו,זֶה לָקַח לֹא מְֽעַט אַיְיטֵ֫מִים בַּ|תִּיקְשֹׁ֫ורֶת גַּם אֶצְלֵ֫נוּ,zˈe lakˈaχ lˈo meʔˈat ʔajtˈemim batikʃˈoʁet ɡˈam ʔetslˈenu
gold_021_line_078,המיגזר השלישי בישראל מגלגל מיליארדי שקלים בשנה,הַ|מִּיגְזָר הַ|שְּׁלִישִׁי בְּֽ|יִשְׂרָאֵל מְֽגַלְגֵּל מִילְיַארְדֵּי שְׁקָלִים בְּֽ|שָׁנָה,hamiɡzˈaʁ haʃliʃˈi bejisʁaʔˈel meɡalɡˈel miljaʁdˈej ʃkalˈim beʃanˈa
gold_001_line_052,ליד אחת החנויות הסמוכות היו המון דברים על הריצפה בשקיות בלי שקיות מה שאתם רוצים,לְֽיַד אַחַת הַ|חֲנוּיוֹת הַ|סְּמוּכוֹת הָיוּ הֲמוֹן דְּבָרִים עַל הָ|רִיצְפָּה בְּֽ|שַׂקִּיּוֹת בְּֽלִי שַׂקִּיּוֹת מָה שֶׁ|אַתֶּם רוֹצִים,lejˈad ʔaχˈat haχanujˈot hasmuχˈot hajˈu hamˈon dvaʁˈim ʔˈal haʁitspˈa besakijˈot belˈi sakijˈot mˈa ʃeʔatˈem ʁotsˈim
gold_012_line_136,ואפילו איזה דג שמישהו סיפר שישו פעם אכל,וַ|אֲפִ֫ילּוּ אֵ֫יזֶה דָּג שֶׁ|מִּ֫ישֶׁהוּ סִיפֵּר שֶׁ|יֵּשּׁוּ פַּ֫עַם אָכַל,vaʔafˈilu ʔˈejze dˈaɡ ʃemˈiʃehu sipˈeʁ ʃejeʃˈu pˈaʔam ʔaχˈal
